barcode;name;brand;category;reference;arcor_code;arcor_desc;confidence
7790580115999;ROCKLETS FIGURAS ROCKLETÓN 12 X 16 Un. X 13.5 Gr.;ARCOR;CHOCOLATES;1011599;1011599;ROCKLETS FIGURAS ROCKLETÓN 12 X 16 Un. X 13.5 Gr.;arcor-catalog
7790580117566;ROCKLETS FIGURAS SUPER ROCKLETS 8 X 12 Un. X 30 Gr.;ARCOR;CHOCOLATES;1011756;1011756;ROCKLETS FIGURAS SUPER ROCKLETS 8 X 12 Un. X 30 Gr.;arcor-catalog
7790580121457;ROCKLETS MANI x 40G;ARCOR;CHOCOLATES;12145;1012145;MANÍ ROCKLETS 40 GRS 12 X 16 X 40 Gr.;alta
7790580426606;ROCKLETS MINI 12 X 44 X 10 Gr.;ARCOR;CHOCOLATES;1004266;1004266;ROCKLETS MINI 12 X 44 X 10 Gr.;arcor-catalog
7790580116583;ROCKLETS MINI 32 X 150 Gr.;ARCOR;CHOCOLATES;1011658;1011658;ROCKLETS MINI 32 X 150 Gr.;arcor-catalog
7790580116583;ROCKLETS MINI BOLSAx150g.;ARCOR;CHOCOLATES;11658;1011658;ROCKLETS MINI 32 X 150 Gr.;alta
;ROCKLETS PICANTE x20g;ARCOR;;15208;;;sin-match
7790580107635;ROCKLETS x 150gr;ARCOR;CHOCOLATES;10763;1010763;ROCKLETS 32 X 150 Gr.;alta
7790580327408;ROCKLETS x 40g.;ARCOR;CHOCOLATES;3274;1003274;ROCKLETS 12 X 18 X 40 Gr.;alta
;ROCKLETS x500g;ARCOR;;13258;;;sin-match
;ROLLO MOGUL x 12u.;ARCOR;;6020;;;sin-match
;SACIETY PLUS CHOCOLATE x462g.;ARCOR;;13803;;;sin-match
;SACIETY PLUS VAINILLA x448g.;ARCOR;;13802;;;sin-match
;SAL. SNACK BARBAC X 58G;ARCOR;;12501;;;sin-match
;SAL. SNACK CHEDAR X 58G;ARCOR;;12505;;;sin-match
;SAL. SNACK CHEDAR X 95G;ARCOR;;12506;;;sin-match
;SAL.DP. BOLOGNESA.ARCOR x340g;ARCOR;;13001;;;sin-match
;SAL.DP. FILETTO ARCOR x340g;ARCOR;;13318;;;sin-match
;SAL.DP. ITAL.AL VERDEOx340g.;ARCOR;;13450;;;sin-match
;SAL.DP. PIZZA ARCOR x340g;ARCOR;;13315;;;sin-match
;SAL.DP. POMAROLA ARCOR x340g;ARCOR;;13313;;;sin-match
;SAL.DP. PORTUGUEZA ARCOR x340g;ARCOR;;13449;;;sin-match
;SAL.DP. ROSA ARCOR x340g;ARCOR;;13000;;;sin-match
;SAL.DP. TUCO ARCOR x340g;ARCOR;;13451;;;sin-match
;SAL.SNACK BACONZITOSx60g.;ARCOR;;11132;;;sin-match
;SALADIX BARBACOA x 95gr;ARCOR;;12502;;;sin-match
7790580775407;SALADIX BOLSA CALABRESA 8 X 6 X 30 Gr.;ARCOR;GALLETAS;1007754;1007754;SALADIX BOLSA CALABRESA 8 X 6 X 30 Gr.;arcor-catalog
7790580387105;SALADIX BOLSA JAMÓN 8 X 6 X 30 Gr.;ARCOR;GALLETAS;1003871;1003871;SALADIX BOLSA JAMÓN 8 X 6 X 30 Gr.;arcor-catalog
7790580387006;SALADIX BOLSA PIZZA 8 X 6 X 30 Gr.;ARCOR;GALLETAS;1003870;1003870;SALADIX BOLSA PIZZA 8 X 6 X 30 Gr.;arcor-catalog
7790580716806;SALADIX CALABRESA x 100Gr.;ARCOR;GALLETAS;7168;1007168;SALADIX ESTUCHE CALABRESA 4 X 6 X 100 Gr.;alta
;SALADIX CHIP FUEGO x60g;ARCOR;;13384;;;sin-match
;SALADIX CHIPS ORIGINAL X100G;ARCOR;;13381;;;sin-match
;SALADIX CHIPS ORIGINAL x60g;ARCOR;;13382;;;sin-match
;SALADIX CREMA/CEBOLLA x58G;ARCOR;;12960;;;sin-match
;SALADIX CROSS FUEGO x67g;ARCOR;;14128;;;sin-match
;SALADIX CROSS ORIGINAL x135g;ARCOR;;12964;;;sin-match
;SALADIX CROSS ORIGINAL x67g;ARCOR;;12963;;;sin-match
;SALADIX CROSS PIZZA x 135g;ARCOR;;12491;;;sin-match
;SALADIX CROSS PIZZA x 27gr;ARCOR;;12489;;;sin-match
;SALADIX CROSS PIZZA x 67gr;ARCOR;;12490;;;sin-match
;SALADIX CROSS QUESO x67g;ARCOR;;13088;;;sin-match
;SALADIX DUO x80g.;ARCOR;;3746;;;sin-match
7790580716806;SALADIX ESTUCHE CALABRESA 4 X 6 X 100 Gr.;ARCOR;GALLETAS;1007168;1007168;SALADIX ESTUCHE CALABRESA 4 X 6 X 100 Gr.;arcor-catalog
7790580716707;SALADIX ESTUCHE JAMÓN 4 X 6 X 100 Gr.;ARCOR;GALLETAS;1007167;1007167;SALADIX ESTUCHE JAMÓN 4 X 6 X 100 Gr.;arcor-catalog
7790580717407;SALADIX ESTUCHE PARMESANO 4 X 6 X 100 Gr.;ARCOR;GALLETAS;1007174;1007174;SALADIX ESTUCHE PARMESANO 4 X 6 X 100 Gr.;arcor-catalog
7790580697303;SALADIX ESTUCHE PIZZA 4 X 6 X 100 Gr.;ARCOR;GALLETAS;1006973;1006973;SALADIX ESTUCHE PIZZA 4 X 6 X 100 Gr.;arcor-catalog
;SALADIX EXTRAPICANTE x100g.;ARCOR;;14777;;;sin-match
;SALADIX FUEGO x100g;ARCOR;;14125;;;sin-match
7790580716707;SALADIX JAMON x 100Gr.;ARCOR;GALLETAS;7167;1007167;SALADIX ESTUCHE JAMÓN 4 X 6 X 100 Gr.;alta
;SALADIX KESITOS x 32gr;ARCOR;;12342;;;sin-match
;SALADIX KESITOS x 70gr;ARCOR;;12343;;;sin-match
;SALADIX ORIGINAL x 58gr;ARCOR;;12497;;;sin-match
;SALADIX ORIGINAL x 95gr;ARCOR;;12498;;;sin-match
;SALADIX PAPA CRE/CEB x 95gr;ARCOR;;12961;;;sin-match
;SALADIX PIZZA TIRA 6u x 40g.;ARCOR;;15202;;;sin-match
7790580697303;SALADIX PIZZA x 100Gr.;ARCOR;GALLETAS;6973;1006973;SALADIX ESTUCHE PIZZA 4 X 6 X 100 Gr.;alta
;SALADIX PIZZITAS x70g.;ARCOR;;11134;;;sin-match
;SALADIX STICKS PICANTE x80G;ARCOR;;14127;;;sin-match
7790580775407;SALADIX TIRA CALAB 6u.x30Gr.;ARCOR;GALLETAS;7754;1007754;SALADIX BOLSA CALABRESA 8 X 6 X 30 Gr.;alta
;SALADIX TIRA CALAB 6u.x40Gr.;ARCOR;;15203;;;sin-match
;SALADIX TIRA DUO 6u.x25g.;ARCOR;;3747;;;sin-match
;SALADIX TIRA DUO 6u.x33g.;ARCOR;;15205;;;sin-match
7790580387105;SALADIX TIRA JAMON 6u.x30g.;ARCOR;GALLETAS;3871;1003871;SALADIX BOLSA JAMÓN 8 X 6 X 30 Gr.;alta
;SALADIX TIRA JAMON 6u.x40g.;ARCOR;;15201;;;sin-match
;SALADIX TIRA PICANTE 6u.x30g.;ARCOR;;14778;;;sin-match
;SALSA CHOCOLATE AGUILA x320g.;ARCOR;;10792;;;sin-match
7790580408343;SALSAS ARCOR INDIVIDUAL PIZZA 24 X 200 Gr.;ARCOR;ALIMENTOS;1012685;1012685;SALSAS ARCOR INDIVIDUAL PIZZA 24 X 200 Gr.;arcor-catalog
7790580956707;SALSAS ARCOR PIZZA 24 X 340 Gr.;ARCOR;ALIMENTOS;1009567;1009567;SALSAS ARCOR PIZZA 24 X 340 Gr.;arcor-catalog
7790580131173;SAPITO CARITA HELADA 30 X 60 Gr. (86 Cc.);ARCOR;HELADOS;1013117;1013117;SAPITO CARITA HELADA 30 X 60 Gr. (86 Cc.);arcor-catalog
;SELECC. DE CHOCOL.SURT. x246g.;ARCOR;;13137;;;sin-match
;SELECCION ARCOR x228g;ARCOR;;13138;;;sin-match
7790580107192;SELECCIÓN ARCOR SURTIDO BOMBÓN 16 X 258 Gr.;ARCOR;CHOCOLATES;1010730;1010730;SELECCIÓN ARCOR SURTIDO BOMBÓN 16 X 258 Gr.;arcor-catalog
7790580110796;SELECCIÓN ARCOR SURTIDO CHOCOLATE 16 X 276 Gr.;ARCOR;CHOCOLATES;1011080;1011080;SELECCIÓN ARCOR SURTIDO CHOCOLATE 16 X 276 Gr.;arcor-catalog
;SERRANA SAND AGRUPADA 3X112;ARCOR;;7049;;;sin-match
;SERRANAS SADWICH X112G;ARCOR;;7048;;;sin-match
;SERRANITA OFERTAx315gr;ARCOR;;14361;;;sin-match
;SERRANITAS x105g;ARCOR;;14360;;;sin-match
;SIMPLE BATIDO CON.CHOCO X33G;ARCOR;;13488;;;sin-match
7790580125684;SIMPLE CALCIO+D x28u;ARCOR;NUTRICIÓN;12568;1012568;NUTRICIÓN SEMANAL CALCIO + VITAMINA D 12 X 28 Un.;alta
7790580119614;SIMPLE CALCIO+D x60u;ARCOR;NUTRICIÓN;11961;1011961;NUTRICIÓN MENSUAL CALCIO + VITAMINA D 6 X 60 Un.;alta
;SIMPLE COLAGENO x28 un;ARCOR;;13071;;;sin-match
;SIMPLE COLAGENO x60un;ARCOR;;13070;;;sin-match
;SIMPLE DEFENSAS x28un;ARCOR;;12560;;;sin-match
;SIMPLE DEFENSAS x60un;ARCOR;;12559;;;sin-match
7790580125691;SIMPLE FIBRA x28u;ARCOR;NUTRICIÓN;12569;1012569;NUTRICIÓN SEMANAL FIBRA 12 X 28 Un.;alta
7790580118075;SIMPLE FIBRA x60u;ARCOR;NUTRICIÓN;11807;1011807;NUTRICIÓN MENSUAL FIBRA 6 X 60 Un.;alta
7790580125677;SIMPLE VITALIDAD x28un;ARCOR;NUTRICIÓN;12567;1012567;NUTRICIÓN SEMANAL VITALIDAD 12 X 28 Un.;alta
7790580118082;SIMPLE VITALIDAD x60u;ARCOR;NUTRICIÓN;11808;1011808;NUTRICIÓN MENSUAL VITALIDAD 6 X 60 Un.;alta
;SPAGHETTI ARCOR x500g;ARCOR;;14538;;;sin-match
;SPAGHETTI ARCOR x500g;ARCOR;;13478;;;sin-match
;SURTIDO DIVERSION x400gr;ARCOR;;14336;;;sin-match
;TABLETA BON O BON x160g;ARCOR;;14610;;;sin-match
;TABLETA BONOBON x48g.;ARCOR;;15127;;;sin-match
7790580123338;TABLETAS ARCOR 50% CACAO 6 X 14 X 100 Gr.;ARCOR;CHOCOLATES;1012333;1012333;TABLETAS ARCOR 50% CACAO 6 X 14 X 100 Gr.;arcor-catalog
7790580003340;TABLETAS ARCOR BLANCO CON MANÍ 6 X 14 X 100 Gr.;ARCOR;CHOCOLATES;1010334;1010334;TABLETAS ARCOR BLANCO CON MANÍ 6 X 14 X 100 Gr.;arcor-catalog
7790580103330;TABLETAS ARCOR LECHE CON MANÍ 6 X 14 X 100 Gr.;ARCOR;CHOCOLATES;1010333;1010333;TABLETAS ARCOR LECHE CON MANÍ 6 X 14 X 100 Gr.;arcor-catalog
7790580003357;TABLETAS ARCOR MARMOLADO 6 X 14 X 100 Gr.;ARCOR;CHOCOLATES;1010335;1010335;TABLETAS ARCOR MARMOLADO 6 X 14 X 100 Gr.;arcor-catalog
7790580127152;TABLETAS COFLER AIREADO RELLENO BON O BON 8 X 20 X 30 Gr.;ARCOR;CHOCOLATES;1012921;1012921;TABLETAS COFLER AIREADO RELLENO BON O BON 8 X 20 X 30 Gr.;arcor-catalog
;TALLARIN ARCOR x500g.;ARCOR;;14521;;;sin-match
;TIRABUZON ARCOR x500g.;ARCOR;;14233;;;sin-match
7790580746407;TOFI RELLENO BLANCO x27Gr;ARCOR;CHOCOLATES;7464;1007464;CHOCOLATE TOFI TOFI BLANCO 12 X 25 X 27 Gr.;alta
7790580746704;TOFI RELLENO BLCO x55Gs;ARCOR;CHOCOLATES;7467;1007467;CHOCOLATE TOFI TOFI BLANCO 8 X 15 X 55 Gr.;alta
7790580746605;TOFI RELLENO LECH x55Gs;ARCOR;CHOCOLATES;7466;1007466;CHOCOLATE TOFI TOFI LECHE 8 X 15 X 55 Gr.;alta
7790580746308;TOFI RELLENO LECHE x28g.;ARCOR;CHOCOLATES;7463;1007463;CHOCOLATE TOFI TOFI LECHE 12 X 25 X 28 Gr.;alta
7790580567101;TOMATE CUBETEADO 2 X 12 X 400 Gr.;ARCOR;ALIMENTOS;1005671;1005671;TOMATE CUBETEADO 2 X 12 X 400 Gr.;arcor-catalog
7790580567101;TOMATE PEL. PER.CUBETEADO X 400 GR;ARCOR;ALIMENTOS;5671;1005671;TOMATE CUBETEADO 2 X 12 X 400 Gr.;alta
7790580567903;TOMATE PEL.PERITA x 400 Gr;ARCOR;ALIMENTOS;5679;1005679;TOMATE PERITA ARCOR 2 X 12 X 400 Gr.;alta
7790580567903;TOMATE PERITA ARCOR 2 X 12 X 400 Gr.;ARCOR;ALIMENTOS;1005679;1005679;TOMATE PERITA ARCOR 2 X 12 X 400 Gr.;arcor-catalog
;TOP LINE 7 BUBBLE FUN x16un;ARCOR;;13792;;;sin-match
7790580326906;TOP LINE 7 MANDAR.16x14g.;ARCOR;GOLOSINAS;3269;1003269;TOPLINE SEVEN MANDARINA 36 x 16 x 14 Gr.;alta
7790580123345;TOP LINE 7 MENTHOL 16x14g;ARCOR;GOLOSINAS;12334;1012334;TOPLINE SEVEN MENTOL 36 x 16 x 14 Gr.;alta
7790580109189;TOP LINE 7 SANDIA 16x14g.;ARCOR;GOLOSINAS;10918;1010918;TOPLINE SEVEN SANDÍA 36 x 16 x 14 Gr.;alta
7790580511104;TOP LINE 7 STRAWBERRY x16u;ARCOR;GOLOSINAS;5111;1005111;TOPLINE SEVEN VIBRANT STRAWBERRY 36 x 16 x 14 Gr.;alta
7790580361204;TOP LINE 7 STRONG 16x14g;ARCOR;GOLOSINAS;3612;1003612;TOPLINE SEVEN ATOMIC STRONG 36 x 16 x 14 Gr.;alta
7790580120115;TOP LINE 7 ULTRA BERRY x12u;ARCOR;GOLOSINAS;12101;1012101;TOPLINE SEVEN ULTRA RED BERRY 12 x 12 x 24 Gr.;alta
7790580121020;TOP LINE 7 ULTRA CLEAN x12u;ARCOR;GOLOSINAS;12102;1012102;TOPLINE SEVEN ULTRA CLEAN MINT 12 x 12 x 24 Gr.;alta
;TOP LINE 7 ULTRA DOBLE x12u;ARCOR;;13710;;;sin-match
7790580121006;TOP LINE 7 ULTRA MINT x12u;ARCOR;GOLOSINAS;12100;1012100;TOPLINE SEVEN ULTRA GREEN MINT 12 x 12 x 24 Gr.;alta
7790580104252;TOP LINE 7 VIOLET CHERRY x16u;ARCOR;GOLOSINAS;10425;1010425;TOPLINE SEVEN VIOLET CHERRY 36 x 16 x 14 Gr.;alta
7790580317607;TOP LINE 7 XPLOS.MIN 16x14g.;ARCOR;GOLOSINAS;3176;1003176;TOPLINE SEVEN X-PLOSIVE MINT 36 x 16 x 14 Gr.;alta
7790580144906;TOP LINE DEFENSE x20u.;ARCOR;GOLOSINAS;6907;1006907;TOPLINE DEFENSE 30 x 20 x 6,7 Gr.;alta
7790580144609;TOP LINE FRUTA x20u.;ARCOR;GOLOSINAS;6901;1006901;TOPLINE FRUTA 30 x 20 x 6,7 Gr.;alta
7790580145002;TOP LINE MENTA x20u.;ARCOR;GOLOSINAS;6900;1006900;TOPLINE MENTA 30 x 20 x 6,7 Gr.;alta
7790580146405;TOP LINE SAND/MTA.x20u.;ARCOR;GOLOSINAS;6934;1006934;TOPLINE SANDÍA 30 x 20 x 6,7 Gr.;alta
7790580144708;TOP LINE STRONG x20u.;ARCOR;GOLOSINAS;6906;1006906;TOPLINE STRONG 30 x 20 x 6,7 Gr.;alta
;TOPLINE 7 TURBO MINT 6x25g;ARCOR;;14727;;;sin-match
;TOPLINE 7 TURBO MINT x125G;ARCOR;;13393;;;sin-match
;TOPLINE 7 TURBO MINT x50G;ARCOR;;13854;;;sin-match
;TOPLINE 7 TURBO PINK x50g.;ARCOR;;15006;;;sin-match
7790580144906;TOPLINE DEFENSE 30 x 20 x 6,7 Gr.;ARCOR;GOLOSINAS;1006907;1006907;TOPLINE DEFENSE 30 x 20 x 6,7 Gr.;arcor-catalog
7790580144609;TOPLINE FRUTA 30 x 20 x 6,7 Gr.;ARCOR;GOLOSINAS;1006901;1006901;TOPLINE FRUTA 30 x 20 x 6,7 Gr.;arcor-catalog
7790580145002;TOPLINE MENTA 30 x 20 x 6,7 Gr.;ARCOR;GOLOSINAS;1006900;1006900;TOPLINE MENTA 30 x 20 x 6,7 Gr.;arcor-catalog
7790580146405;TOPLINE SANDÍA 30 x 20 x 6,7 Gr.;ARCOR;GOLOSINAS;1006934;1006934;TOPLINE SANDÍA 30 x 20 x 6,7 Gr.;arcor-catalog
7790580361204;TOPLINE SEVEN ATOMIC STRONG 36 x 16 x 14 Gr.;ARCOR;GOLOSINAS;1003612;1003612;TOPLINE SEVEN ATOMIC STRONG 36 x 16 x 14 Gr.;arcor-catalog
7790580326906;TOPLINE SEVEN MANDARINA 36 x 16 x 14 Gr.;ARCOR;GOLOSINAS;1003269;1003269;TOPLINE SEVEN MANDARINA 36 x 16 x 14 Gr.;arcor-catalog
7790580123345;TOPLINE SEVEN MENTOL 36 x 16 x 14 Gr.;ARCOR;GOLOSINAS;1012334;1012334;TOPLINE SEVEN MENTOL 36 x 16 x 14 Gr.;arcor-catalog
7790580109189;TOPLINE SEVEN SANDÍA 36 x 16 x 14 Gr.;ARCOR;GOLOSINAS;1010918;1010918;TOPLINE SEVEN SANDÍA 36 x 16 x 14 Gr.;arcor-catalog
7790580121020;TOPLINE SEVEN ULTRA CLEAN MINT 12 x 12 x 24 Gr.;ARCOR;GOLOSINAS;1012102;1012102;TOPLINE SEVEN ULTRA CLEAN MINT 12 x 12 x 24 Gr.;arcor-catalog
7790580121006;TOPLINE SEVEN ULTRA GREEN MINT 12 x 12 x 24 Gr.;ARCOR;GOLOSINAS;1012100;1012100;TOPLINE SEVEN ULTRA GREEN MINT 12 x 12 x 24 Gr.;arcor-catalog
7790580120115;TOPLINE SEVEN ULTRA RED BERRY 12 x 12 x 24 Gr.;ARCOR;GOLOSINAS;1012101;1012101;TOPLINE SEVEN ULTRA RED BERRY 12 x 12 x 24 Gr.;arcor-catalog
7790580511104;TOPLINE SEVEN VIBRANT STRAWBERRY 36 x 16 x 14 Gr.;ARCOR;GOLOSINAS;1005111;1005111;TOPLINE SEVEN VIBRANT STRAWBERRY 36 x 16 x 14 Gr.;arcor-catalog
7790580104252;TOPLINE SEVEN VIOLET CHERRY 36 x 16 x 14 Gr.;ARCOR;GOLOSINAS;1010425;1010425;TOPLINE SEVEN VIOLET CHERRY 36 x 16 x 14 Gr.;arcor-catalog
7790580317607;TOPLINE SEVEN X-PLOSIVE MINT 36 x 16 x 14 Gr.;ARCOR;GOLOSINAS;1003176;1003176;TOPLINE SEVEN X-PLOSIVE MINT 36 x 16 x 14 Gr.;arcor-catalog
7790580144708;TOPLINE STRONG 30 x 20 x 6,7 Gr.;ARCOR;GOLOSINAS;1006906;1006906;TOPLINE STRONG 30 x 20 x 6,7 Gr.;arcor-catalog
7790580122287;TORTA AGUILA BROWNIE x425gr;ARCOR;ALIMENTOS;12228;1012228;AGUILA PREMEZCLAS BROWNIE AGUILA 12 X 425 Gr.;alta
;TORTA AGUILA CHIPS x450g;ARCOR;;13031;;;sin-match
;TORTA AGUILA CHOCOLATE x530g;ARCOR;;13228;;;sin-match
7790580122300;TORTA AGUILA HUMEDA x 450gr;ARCOR;ALIMENTOS;12230;1012230;AGUILA PREMEZCLAS TORTA AGUILA 12 X 450 Gr.;alta
;TORTA AGUILA MARMOLADA x550g;ARCOR;;13230;;;sin-match
;TORTA AGUILA VAINILLA x530G;ARCOR;;13229;;;sin-match
7790580126087;TORTA ARCOR CHOC S/TACC x500g;ARCOR;ALIMENTOS;12608;1012608;PREMEZCLAS SIN GLUTEN BIZCOCHUELO CHOCOLATE SIN TACC 12 X 500 Gr.;alta
7790580126070;TORTA ARCOR VAINILLA S/TACC x 500gr;ARCOR;ALIMENTOS;12607;1012607;PREMEZCLAS SIN GLUTEN BIZCOCHUELO VAINILLA SIN TACC 12 X 500 Gr.;alta
;TORTA CHOCOLATE x500g;ARCOR;;13176;;;sin-match
;TORTA MARMOLADA x500g;ARCOR;;13175;;;sin-match
;TORTA VAINILLA x500g;ARCOR;;13174;;;sin-match
7790580538903;TORTITAS BLACK X 125G;ARCOR;GALLETAS;6768;1006768;TORTITAS PAQUETE TORTITAS BLACK 24 X 125 Gr.;alta
;TORTITAS CHOCOLATE x125g.;ARCOR;;6770;;;sin-match
7790580538903;TORTITAS PAQUETE TORTITAS BLACK 24 X 125 Gr.;ARCOR;GALLETAS;1006768;1006768;TORTITAS PAQUETE TORTITAS BLACK 24 X 125 Gr.;arcor-catalog
;TORTUGAS DE CHOCOLATE x145G;ARCOR;;14248;;;sin-match
;TORTUGAS DE CHOCOLATE x245g;ARCOR;;14249;;;sin-match
;TUB.MOGUL EXT.FRUT. 16x15g.;ARCOR;;14739;;;sin-match
;TUB.MOGUL EXT.FRUTILL x70g;ARCOR;;14043;;;sin-match
;TUB.MOGUL EXT.FRUTILL.x620g;ARCOR;;14044;;;sin-match
;TUB.MOGUL EXT.MIX FRU x100g.;ARCOR;;15106;;;sin-match
;TUB.MOGUL EXT.TUTTI 16x15g.;ARCOR;;14740;;;sin-match
;TUB.MOGUL EXT.TUTTI x70g;ARCOR;;14166;;;sin-match
;TUB.MOGUL MAX 24x25g;ARCOR;;14049;;;sin-match
;TUB.MOGUL MAX TWIST 24x25g.;ARCOR;;15110;;;sin-match
;TUBITOS MOGUL EXT. TUTTI.16x20g;ARCOR;;14068;;;sin-match
;TURRON ARCOR x 50 u.;ARCOR;;4013;;;sin-match
;TURRON CHOCOLATADA x50u;ARCOR;;11612;;;sin-match
;TURRON ROCKLETS x50u.;ARCOR;;15004;;;sin-match
7790580401504;TURRÓN OBLEA ARCOR AGRUPADO 20 x 10 x 25 Gr.;ARCOR;GOLOSINAS;1004015;1004015;TURRÓN OBLEA ARCOR AGRUPADO 20 x 10 x 25 Gr.;arcor-catalog
;VASO AGUILA ANIV 60% x70g.;ARCOR;;15191;;;sin-match
;VASO AGUILA ANIVER x70g.;ARCOR;;15153;;;sin-match
;WHEY PROTEIN CHOCOLATE x1008g;ARCOR;;13800;;;sin-match
;WHEY PROTEIN VAINILLA x980g;ARCOR;;13799;;;sin-match
7790580126056;ÑOQUI PAPA ARCOR S/TAC x 400gr;ARCOR;ALIMENTOS;12605;1012605;PREMEZCLAS SIN GLUTEN ÑOQUIS PAPA SIN TACC 12 X 400 Gr.;alta
